RequestID,OperationType,Time_ns
1510,GET,301
1511,GET,200
1512,GET,700
1513,GET,200
1514,GET,299
1515,GET,200
1516,GET,300
1517,GET,499
1518,GET,299
1519,PUT,901
1520,GET,300
1521,GET,99
1522,PUT,499
1523,GET,299
1524,PUT,499
1525,PUT,1100
1526,GET,199
1527,GET,101
1528,GET,400
1529,GET,200
1530,GET,399
1531,GET,200
1532,PUT,800
1533,GET,601
1534,GET,300
1535,GET,200
1536,PUT,1000
1537,PUT,900
1538,PUT,700
1539,PUT,700
1540,GET,400
1541,GET,200
1542,GET,200
1543,GET,500
1544,GET,300
1545,GET,100
1546,GET,300
1547,PUT,700
1548,GET,300
1549,GET,201
1550,GET,799
1551,GET,399
1552,PUT,1900
1553,PUT,1200
1554,GET,300
1555,GET,900
1556,GET,199
1557,GET,200
1558,GET,401
1559,GET,300
1560,GET,300
1561,PUT,2300
1562,PUT,2101
1563,PUT,1099
1564,GET,300
1565,GET,399
1566,PUT,1700
1567,GET,401
1568,PUT,1001
1569,GET,801
1570,GET,399
1571,PUT,1100
1572,GET,600
1573,GET,300
1574,PUT,2800
1575,GET,300
1576,PUT,1701
1577,GET,700
1578,GET,700
1579,PUT,1101
1580,GET,300
1581,PUT,1000
1582,GET,399
1583,PUT,1200
1584,GET,300
1585,GET,400
1586,GET,500
1587,PUT,1000
1588,GET,201
1589,GET,301
1590,GET,500
1591,PUT,1600
1592,GET,201
1593,PUT,1801
1594,GET,400
1595,PUT,1900
1596,GET,201
1597,PUT,1701
1598,GET,599
1599,GET,199
1600,GET,300
1601,GET,299
1602,GET,300
1603,PUT,1000
1604,GET,299
1605,PUT,1000
1606,PUT,1800
1607,GET,200
1608,GET,601
1609,GET,300
1610,PUT,1200
1611,GET,399
1612,PUT,1600
1613,GET,500
1614,GET,301
1615,PUT,1100
1616,GET,300
1617,GET,500
1618,GET,300
1619,PUT,2101
1620,PUT,2000
1621,GET,599
1622,PUT,3200
1623,GET,501
1624,PUT,1001
1625,GET,500
1626,PUT,601
1627,PUT,899
1628,GET,200
1629,GET,200
1630,PUT,700
1631,GET,201
1632,GET,400
1633,GET,199
1634,GET,400
1635,GET,500
1636,GET,300
1637,GET,200
1638,PUT,700
1639,PUT,599
1640,PUT,900
1641,PUT,800
1642,GET,400
1643,PUT,801
1644,GET,199
1645,GET,401
1646,PUT,901
1647,GET,300
1648,GET,200
1649,GET,300
1650,GET,301
1651,GET,199
1652,GET,299
1653,PUT,1101
1654,GET,301
1655,GET,301
1656,GET,199
1657,GET,299
1658,GET,201
1659,PUT,700
1660,GET,200
1661,GET,101
1662,GET,399
1663,GET,200
1664,GET,301
1665,GET,400
1666,GET,299
1667,GET,399
1668,GET,200
1669,GET,99
1670,GET,400
1671,GET,100
1672,GET,300
1673,PUT,600
1674,GET,201
1675,GET,200
1676,PUT,899
1677,PUT,901
1678,GET,400
1679,GET,300
1680,GET,399
1681,GET,399
1682,GET,301
1683,GET,400
1684,GET,501
1685,PUT,1001
1686,GET,301
1687,GET,500
1688,PUT,700
1689,PUT,800
1690,PUT,20600
1691,GET,401
1692,GET,301
1693,PUT,1400
1694,GET,299
1695,GET,200
